price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,month,day,distance
585444.0,6,3.75,2740.0,6924,1.0,0,2,3,7,1100,1962,2015,98144,47.5816,-122.296,2015,4,3,4.153535067290904
706000.0,4,2.5,2740.0,7571,2.0,0,0,3,9,0,2009,2014,98033,47.6962,-122.179,2014,9,17,15.264003139315204
445000.0,4,2.0,2630.0,9099,1.5,0,0,3,7,800,1944,5,98146,47.5067,-122.361,2014,8,1,11.431059479025647
241000.0,3,2.0,1650.0,6000,1.0,0,0,3,7,0,1990,2015,98023,47.2904,-122.353,2015,2,19,35.34240203878797
1175000.0,2,2.5,1770.0,7155,2.0,1,4,3,8,0,1957,11,98155,47.7345,-122.285,2015,5,3,14.557686953690768
530000.0,3,1.0,1500.0,5750,1.5,0,0,4,7,450,1927,2015,98126,47.5677,-122.376,2015,2,6,5.428771936604354
350000.0,3,1.5,1430.0,12199,1.0,0,0,3,7,300,1948,2015,98133,47.7352,-122.33,2015,3,2,14.147839994437815
1700000.0,4,3.75,3190.0,17186,2.0,1,4,3,10,0,1999,2015,98178,47.5115,-122.246,2015,4,15,12.646630195034986
389000.0,3,1.0,1280.0,9630,1.0,0,0,3,7,0,1968,2015,98072,47.7677,-122.163,2015,4,28,21.940122895734632
799000.0,4,2.75,2390.0,6820,2.0,0,0,4,7,250,1945,2014,98115,47.6788,-122.27,2014,11,5,9.26228833637413
1400000.0,4,2.5,4040.0,9630,1.0,0,3,4,9,1660,1951,2014,98199,47.6408,-122.41,2014,8,4,6.689121216347996
340895.0,2,1.0,920.0,8612,1.0,0,0,5,7,0,1947,2014,98155,47.734,-122.301,2014,12,29,14.240798546322258
780000.0,4,2.5,2730.0,10281,2.0,0,2,3,9,0,1996,2014,98074,47.6227,-122.029,2014,5,5,23.007377386679423
350000.0,2,1.5,1320.0,73600,1.0,0,0,3,7,0,1993,2014,98001,47.2755,-122.271,2014,12,4,37.28734396699453
470000.0,3,2.5,2620.0,4874,2.0,0,0,3,7,0,1999,2015,98065,47.5328,-121.879,2015,2,17,35.22933185784293
914600.0,4,3.0,3180.0,80837,2.0,0,0,3,11,0,1985,2015,98072,47.7336,-122.134,2015,1,28,20.540223794032546
354000.0,4,2.5,2900.0,4762,2.0,0,0,3,8,0,2005,2014,98042,47.3663,-122.129,2014,9,23,31.02212293650737
470000.0,5,2.0,1900.0,6000,1.5,0,0,4,6,0,1920,2015,98033,47.6831,-122.186,2015,2,26,13.949315375947178
715000.0,3,2.0,1760.0,5400,1.0,0,0,5,7,600,1927,2014,98103,47.6558,-122.331,2014,7,30,5.3228383225617755
265000.0,2,1.0,760.0,4000,1.0,0,0,4,6,0,1950,2014,98108,47.5466,-122.304,2014,10,7,7.217922179827208
1964400.0,4,3.0,3710.0,20000,2.0,0,2,5,10,950,1936,2015,98105,47.6696,-122.261,2015,3,30,8.819058702217847
640000.0,3,1.0,1530.0,4944,1.0,0,0,3,7,0,1950,2014,98103,47.6857,-122.341,2014,8,15,8.64944470304191
290000.0,4,1.75,1990.0,18900,2.0,0,0,4,7,120,1929,2014,98168,47.5131,-122.313,2014,11,20,10.684111073531506
480000.0,5,4.75,3830.0,35000,1.0,0,0,3,8,1660,1976,2014,98077,47.7597,-122.079,2014,5,13,25.53860784719448
535000.0,3,2.0,2040.0,5600,1.0,0,1,5,7,920,1954,2014,98144,47.5959,-122.293,2014,8,26,3.4364761360500324
907000.0,3,1.75,2170.0,12220,1.0,0,0,5,8,0,1965,2014,98033,47.6537,-122.195,2014,8,29,11.667434726955753
459000.0,3,1.75,1620.0,7330,1.0,0,0,4,7,530,1974,2014,98034,47.7148,-122.213,2014,6,1,14.99012254110393
1355000.0,3,2.5,3600.0,21399,1.0,0,3,3,9,1290,1950,8,98008,47.6191,-122.099,2015,4,24,17.745845012707484
264950.0,3,1.5,1470.0,11599,1.0,0,0,3,7,400,1967,2015,98030,47.3632,-122.188,2015,3,5,29.382404912822373
352950.0,3,1.0,1760.0,3000,1.5,0,0,1,6,0,1900,2014,98103,47.6598,-122.348,2014,11,7,5.838185066772357
491500.0,3,2.25,2230.0,13100,1.0,0,0,4,8,720,1974,2014,98006,47.5413,-122.174,2014,8,22,14.184383205298777
1229000.0,4,3.5,3770.0,37034,2.0,0,0,3,10,940,1989,2014,98007,47.6463,-122.151,2014,6,25,14.44319067722589
369500.0,3,1.0,1200.0,9194,1.0,0,0,4,7,0,1952,2015,98155,47.7362,-122.319,2015,4,6,14.305053685501216
566000.0,3,2.5,2090.0,6294,2.0,0,0,3,9,0,2004,2015,98052,47.686,-122.095,2015,3,18,19.972122790351136
290000.0,3,2.25,1500.0,7308,1.0,0,0,4,7,290,1968,2014,98055,47.4621,-122.187,2014,8,25,19.671523425879023
1964400.0,5,5.0,4978.8,23985,2.0,0,4,3,12,1280,2009,2015,98004,47.6232,-122.22,2015,4,13,8.79615480791064
180000.0,3,1.0,870.0,5330,1.0,0,0,3,6,0,1969,0,98042,47.369,-122.077,2014,5,22,32.90335289404484
215000.0,2,1.0,1010.0,6000,1.0,0,0,4,6,0,1944,2014,98133,47.771,-122.353,2014,8,12,18.172416350138583
302000.0,2,1.0,1010.0,6000,1.0,0,0,4,6,0,1944,2015,98133,47.771,-122.353,2015,2,12,18.172416350138583
352500.0,3,1.75,1860.0,7881,1.0,0,0,3,7,700,1986,2015,98198,47.3855,-122.322,2015,4,10,24.76208266159621
235867.0,4,2.0,1330.0,5926,1.0,0,0,4,5,0,1942,2014,98056,47.496,-122.19,2014,6,26,16.547596256046173
500000.0,3,2.25,1760.0,11946,2.0,0,0,3,8,0,1978,2014,98074,47.624,-122.05,2014,7,17,21.448776687799928
382000.0,3,2.25,1800.0,4500,2.0,0,0,3,7,0,1995,2015,98019,47.7462,-121.98,2015,3,26,30.711108385187934
515000.0,5,2.5,1690.0,2402,1.5,0,0,3,7,700,1930,2015,98117,47.6903,-122.38,2015,4,22,9.746757463790361
250000.0,1,1.0,660.0,2600,1.0,0,0,3,6,0,1919,2015,98144,47.5723,-122.304,2015,5,1,4.607894172702015
672500.0,3,2.25,2400.0,5300,1.5,0,0,4,7,1150,1939,2014,98117,47.6876,-122.384,2014,6,27,9.575926879578429
755000.0,3,2.25,3020.0,13031,2.0,0,0,3,9,0,1989,2014,98052,47.6897,-122.098,2014,10,22,19.953246535861297
707500.0,3,1.0,1500.0,2555,2.0,0,2,3,7,0,1910,2015,98109,47.627,-122.353,2015,3,20,2.498810137267073
459000.0,4,2.0,1560.0,3840,1.0,0,0,4,6,600,1924,2014,98117,47.6882,-122.365,2014,8,26,9.192184444588499
140000.0,3,1.0,1090.0,10620,1.5,0,0,3,7,0,1959,2015,98032,47.3748,-122.294,2015,2,4,26.11591292082167
495000.0,2,1.0,970.0,4284,1.0,0,0,3,7,0,1905,2014,98103,47.6667,-122.333,2014,8,11,6.527716199310541
757000.0,3,3.25,3190.0,5283,2.0,0,0,3,9,0,2007,2014,98029,47.5534,-122.002,2014,5,13,25.716988747860395
765000.0,3,3.25,3190.0,5283,2.0,0,0,3,9,0,2007,2015,98029,47.5534,-122.002,2015,1,7,25.716988747860395
359000.0,4,1.5,1890.0,6052,1.0,0,0,4,7,0,1955,2014,98125,47.7055,-122.3,2014,9,19,11.155467235602403
440000.0,3,1.0,1050.0,7500,1.0,0,0,3,6,0,1900,2014,98136,47.5473,-122.396,2014,6,5,8.148495816157359
400000.0,4,1.5,1390.0,7200,1.0,0,0,3,7,250,1965,2014,98133,47.7224,-122.332,2014,5,29,12.721464936021773
652000.0,3,2.0,1700.0,4080,1.0,0,0,4,7,850,1941,2015,98117,47.6785,-122.393,2015,3,25,8.955619111194137
260000.0,3,1.75,1050.0,5850,1.0,0,0,3,7,0,1980,2014,98166,47.4574,-122.358,2014,5,30,16.83490178987937
1328000.0,5,3.0,3340.0,10796,1.0,0,2,3,9,1220,1964,25,98040,47.5421,-122.229,2015,4,20,10.823296063389893
519500.0,4,2.0,1540.0,17859,1.0,0,0,3,6,0,1964,2015,98027,47.5326,-122.032,2015,2,20,24.24063748429025
650000.0,3,1.0,1710.0,5992,1.5,0,0,4,7,150,1928,2014,98103,47.6861,-122.354,2014,10,27,8.796746854797473
280000.0,4,2.25,2100.0,8075,2.0,0,0,3,8,0,1978,2015,98003,47.3251,-122.329,2015,3,24,31.46190568532107
515000.0,4,1.75,1730.0,7980,1.0,0,0,4,8,0,1965,2014,98007,47.6219,-122.138,2014,9,10,14.859604668038152
400000.0,3,2.25,1500.0,2692,2.0,0,0,3,7,0,1986,2015,98034,47.7159,-122.203,2015,3,18,15.552688680779367
652100.0,3,2.5,2380.0,5017,2.0,0,0,3,9,0,2003,2015,98074,47.6297,-122.021,2015,4,14,23.670578514871693
235000.0,6,3.0,2180.0,7956,2.0,0,0,3,7,0,1980,2014,98003,47.3054,-122.305,2014,6,23,33.72538173355425
701000.0,4,1.5,1840.0,10080,2.0,0,0,3,8,0,1907,2015,98118,47.5575,-122.279,2015,4,8,7.02107117440183
640000.0,4,2.5,2341.0,9594,2.0,0,0,3,9,0,1997,2014,98052,47.6993,-122.115,2014,6,24,19.364586302716198
455800.0,3,2.5,1690.0,4584,2.0,0,0,3,7,0,2002,2014,98053,47.6866,-122.043,2014,7,28,23.566548944868014
504750.0,3,2.5,2490.0,21937,2.0,0,0,3,8,0,1993,2014,98014,47.6442,-121.898,2014,12,18,33.008117642444496
483000.0,3,3.0,2440.0,15540,2.0,0,0,3,9,0,1992,2014,98074,47.6104,-122.06,2014,7,11,20.62981358513002
530000.0,3,0.75,920.0,20412,1.0,1,2,5,6,0,1950,2014,98070,47.4781,-122.49,2014,12,30,18.540346862351505
250000.0,2,1.0,1030.0,8786,1.0,0,0,3,6,0,1956,2014,98146,47.4814,-122.341,2014,7,11,14.08552908124007
229950.0,5,2.75,2000.0,5885,1.0,0,0,3,7,740,1994,2014,98023,47.3155,-122.347,2014,9,24,32.5381238018275
884744.0,4,3.5,4210.0,9414,2.0,0,0,3,9,0,2001,2014,98074,47.6067,-122.022,2014,7,23,23.478086055217084
514000.0,3,1.5,1610.0,9964,1.0,0,0,3,7,530,1977,2015,98052,47.6681,-122.143,2015,4,1,15.872715379418619
532000.0,3,2.25,1910.0,35015,1.0,0,0,4,8,480,1977,2015,98027,47.4672,-122.006,2015,5,6,29.25314847541098
423000.0,4,2.5,2660.0,5539,2.0,0,0,3,8,0,2004,2014,98059,47.4981,-122.162,2014,9,11,17.839709456641867
420000.0,2,1.0,820.0,4025,1.0,0,2,5,6,0,1922,2014,98126,47.5649,-122.38,2014,8,26,5.85556856507351
521000.0,3,1.75,1730.0,18250,1.0,0,0,3,8,0,1988,2014,98011,47.737,-122.201,2014,11,10,17.51085624448309
577000.0,4,2.25,2360.0,7490,2.0,0,0,3,8,0,1979,2015,98033,47.6988,-122.169,2015,2,5,16.025623259892882
425000.0,3,1.0,970.0,8040,1.0,0,0,3,7,0,1956,2014,98007,47.603,-122.132,2014,9,29,15.241847974626168
495000.0,4,2.5,2460.0,4862,2.0,0,0,3,8,0,2004,2014,98028,47.7719,-122.235,2014,10,31,19.705449097910993
340000.0,3,2.5,2690.0,8577,2.0,0,0,3,9,0,1987,2014,98023,47.3026,-122.351,2014,10,1,33.98123358866524
499950.0,3,3.5,1820.0,1991,2.0,0,0,3,8,390,2014,2014,98144,47.596,-122.298,2014,9,23,3.090254114754604
1218000.0,4,3.0,3470.0,4750,2.0,0,2,3,9,1100,2014,2015,98116,47.5917,-122.386,2015,3,16,4.221045334890088
720000.0,4,2.75,3370.0,7634,1.0,0,2,5,8,1260,1977,2015,98056,47.5259,-122.204,2015,2,27,13.424296346671387
249000.0,3,1.5,1700.0,8247,1.0,0,0,3,7,690,1970,2015,98031,47.4216,-122.174,2015,3,12,24.00331018068834
206135.0,3,1.0,1340.0,11070,1.0,0,0,4,7,0,1978,2014,98030,47.3527,-122.178,2014,6,13,30.748437585569725
300000.0,5,2.75,2000.0,9276,2.0,0,0,4,7,0,1968,2014,98055,47.444,-122.19,2014,10,6,21.246407594720257
612000.0,6,3.0,3840.0,14040,1.5,0,3,3,8,1380,1949,2015,98178,47.506,-122.241,2015,3,18,13.364291964001625
1102030.0,5,2.5,3890.0,27311,2.0,0,2,3,10,0,1950,24,98177,47.7291,-122.363,2014,11,6,13.624609798879064
230000.0,4,2.0,1220.0,9100,1.5,0,0,4,7,0,1970,2015,98023,47.2964,-122.376,2015,2,24,34.78554218833584
850000.0,3,1.0,2280.0,4600,1.0,0,2,3,8,1030,1936,2015,98119,47.6378,-122.372,2015,5,4,4.31169831738598
355000.0,4,2.5,2770.0,7000,1.0,0,0,4,7,830,1979,2014,98001,47.3396,-122.256,2014,9,25,30.433495897122835
442000.0,4,2.5,2520.0,7253,2.0,0,0,3,9,0,1990,2014,98059,47.5148,-122.159,2014,6,23,16.797607109939545
399000.0,4,3.0,3060.0,5000,2.0,0,0,3,8,0,2001,2014,98042,47.3786,-122.126,2014,6,26,29.961643932985055
360000.0,4,2.5,2390.0,7115,2.0,0,0,3,9,0,1999,2014,98092,47.2593,-122.222,2014,11,6,39.69841714223264
390000.0,3,1.75,1320.0,7725,1.0,0,0,3,8,0,1978,2015,98058,47.4425,-122.133,2015,2,13,23.856739011068857
413000.0,5,2.5,2900.0,8711,1.0,0,0,3,8,1250,1977,2015,98011,47.7752,-122.197,2015,3,18,21.27314340364566
190000.0,2,1.0,700.0,9500,1.0,0,0,3,6,0,1951,2015,98118,47.5294,-122.276,2015,2,11,9.803857768738663
432900.0,3,2.5,2210.0,9226,2.0,0,0,3,8,0,1998,2014,98045,47.4849,-121.782,2014,10,13,43.716881985848694
621138.0,3,2.25,2180.0,7741,2.0,0,0,3,9,0,1986,2014,98074,47.6482,-122.072,2014,5,28,20.221309260786246
270000.0,3,2.25,2080.0,4252,1.5,0,0,3,7,530,2003,2014,98042,47.4203,-122.157,2014,6,4,24.79340643426934
610000.0,4,2.25,2090.0,35040,1.0,0,0,3,8,600,1980,2015,98075,47.5739,-122.032,2015,1,9,23.04933500660077
500000.0,3,2.0,1720.0,5525,1.0,0,2,5,7,760,1941,2014,98108,47.559,-122.298,2014,6,2,6.121544472760816
715000.0,4,2.25,2460.0,40635,1.0,0,0,5,8,0,1968,2014,98053,47.6627,-122.032,2014,8,7,23.515611949578243
264000.0,3,1.5,1470.0,14821,1.0,0,0,4,7,0,1958,2014,98042,47.3658,-122.148,2014,5,29,30.38372455429403
550000.0,3,1.75,1650.0,3200,1.5,0,0,3,8,0,1901,2014,98102,47.6209,-122.317,2014,8,28,1.976818132133002
337000.0,3,2.0,1690.0,9087,1.0,0,0,3,8,0,1997,2014,98042,47.3724,-122.108,2014,10,15,31.26845984315435
170000.0,3,1.0,970.0,8710,1.0,0,0,4,6,0,1962,2015,98198,47.4167,-122.302,2015,5,13,21.418380685044234
405000.0,4,2.5,2030.0,9095,1.0,0,0,4,7,900,1972,2014,98034,47.7321,-122.185,2014,8,29,17.799276506450646
775000.0,4,2.5,2540.0,28563,1.0,0,0,3,10,0,1984,2014,98052,47.7185,-122.114,2014,9,11,20.621888713665108
425000.0,3,2.25,1570.0,7475,1.0,0,0,4,7,370,1983,2014,98034,47.7223,-122.174,2014,8,25,17.52595780603936
713000.0,5,2.75,2580.0,9242,2.0,0,2,4,8,860,1967,2014,98007,47.5943,-122.133,2014,9,22,15.234442407916344
555000.0,5,2.5,2090.0,8712,1.0,0,0,3,8,670,1966,2014,98008,47.5968,-122.127,2014,11,3,15.657155100296615
810000.0,4,2.5,3260.0,5608,2.0,0,0,3,9,0,2003,2015,98029,47.5453,-121.995,2015,5,6,26.45244040888482
1250000.0,4,3.75,3830.0,41263,2.0,0,0,4,11,0,1990,2014,98077,47.7237,-122.042,2014,8,27,25.444852836360475
819000.0,3,3.5,2130.0,6150,2.0,0,2,5,8,600,1908,2014,98199,47.6491,-122.405,2014,6,24,6.946838326459387
409900.0,3,2.5,1690.0,1200,2.0,0,0,3,8,280,2013,2015,98106,47.5389,-122.367,2015,3,27,8.047488959175942
935000.0,2,2.5,1780.0,2067,2.0,0,0,5,9,0,1974,2014,98004,47.6132,-122.21,2014,6,30,9.40070337616882
657500.0,4,1.75,1620.0,7560,1.0,0,3,4,7,240,1947,2015,98117,47.6981,-122.4,2015,4,20,11.132255992550757
900000.0,6,3.75,4210.0,6105,2.0,0,0,3,9,930,2008,2015,98059,47.5211,-122.157,2015,4,28,16.495365677254654
932800.0,5,3.25,2980.0,7095,2.5,0,0,3,9,0,1998,8,98115,47.6919,-122.294,2015,4,2,9.824321350306727
391000.0,3,2.0,1490.0,9000,1.0,0,0,4,8,0,1977,2015,98006,47.5455,-122.184,2015,4,20,13.300366807298737
420000.0,4,2.5,2110.0,9825,2.0,0,0,3,8,0,2000,2014,98059,47.4979,-122.153,2014,12,30,18.352410692796997
1300000.0,6,3.5,4978.8,32670,2.0,0,0,3,10,1410,2002,2014,98005,47.6078,-122.157,2014,11,24,13.356783412939738
415000.0,3,1.5,1510.0,16800,1.0,0,0,5,8,0,1956,2015,98133,47.751,-122.338,2015,4,9,15.900843527731595
350000.0,3,1.75,1830.0,9425,1.0,0,0,3,8,240,1946,2015,98146,47.5038,-122.379,2015,2,25,12.045761943771858
375000.0,2,1.0,1230.0,1820,2.0,0,0,4,7,400,1948,2014,98107,47.6684,-122.401,2014,6,21,8.331685841707808
860000.0,3,1.75,2180.0,14135,1.0,0,2,5,8,880,1947,2014,98033,47.673,-122.187,2014,11,17,13.245610978263317
495000.0,4,2.25,2220.0,8872,1.0,0,0,4,8,1110,1961,2014,98006,47.5491,-122.17,2014,6,3,14.014414254263512
250000.0,4,2.25,1730.0,8400,1.0,0,0,3,7,0,1962,2015,98001,47.3386,-122.288,2015,4,14,30.166386961594846
365000.0,4,2.25,1990.0,21312,1.0,0,0,4,8,0,1968,2014,98058,47.439,-122.144,2014,10,13,23.648277684673563
503000.0,3,2.75,1540.0,6760,1.0,0,0,5,7,330,1980,2014,98034,47.7163,-122.212,2014,5,7,15.167932633316934
150000.0,2,1.0,1100.0,7200,1.0,0,0,4,6,0,1944,2015,98058,47.4752,-122.172,2015,3,25,19.186054185985327
450000.0,4,1.75,1640.0,1480,1.0,0,0,4,7,820,1912,2014,98105,47.6684,-122.314,2014,10,8,6.899472274652588
355000.0,4,3.0,2590.0,7213,2.0,0,0,3,8,0,2001,2014,98001,47.2609,-122.289,2014,12,8,38.75309340114881
245000.0,3,2.0,1450.0,9333,2.0,0,0,4,7,0,1972,2014,98003,47.346,-122.315,2014,10,18,29.1739134533989
265900.0,3,2.0,1180.0,7793,1.0,0,0,4,7,0,1992,2014,98031,47.4053,-122.181,2014,7,3,25.341162967026474
299000.0,4,2.5,1820.0,7575,1.0,0,0,3,7,600,1975,2014,98058,47.4339,-122.167,2014,11,25,23.114818758119085
957500.0,4,2.25,2360.0,11523,2.0,0,0,4,10,0,1968,2015,98040,47.5318,-122.224,2015,4,9,11.89001306900745
343000.0,3,1.0,1120.0,7250,1.0,0,0,4,7,0,1972,2014,98034,47.7143,-122.211,2014,9,8,15.038302651551986
307500.0,3,2.25,1646.0,7364,2.0,0,0,3,7,0,1994,2014,98038,47.3646,-122.037,2014,10,27,35.1362383599887
937500.0,5,3.75,4210.0,14599,2.0,0,3,3,10,0,2004,2015,98065,47.5364,-121.858,2015,1,5,36.67144189515339
610000.0,3,3.0,2480.0,45302,1.0,0,0,4,8,860,1976,2014,98077,47.7591,-122.073,2014,5,9,25.83421440908724
720000.0,3,1.5,1590.0,7080,1.0,0,2,3,8,280,1952,2014,98136,47.5244,-122.386,2014,9,17,10.049186091762685
610000.0,4,2.0,2130.0,2620,1.5,0,0,5,7,480,1919,2014,98103,47.6515,-122.346,2014,10,16,4.90320123962747
434500.0,3,1.75,1650.0,7965,1.0,0,0,4,7,0,1967,2015,98034,47.7335,-122.193,2015,3,31,17.550467429772812
602500.0,2,2.5,3090.0,47044,1.0,0,0,4,10,840,1979,2015,98058,47.4291,-122.177,2015,5,12,23.170195997174755
607010.0,4,2.5,2180.0,4000,2.0,0,0,3,8,480,2002,2014,98118,47.5553,-122.269,2014,11,18,7.680256606974758
610000.0,3,1.0,1800.0,5750,1.0,0,0,3,7,760,1947,2015,98117,47.686,-122.395,2015,2,4,9.761627961402349
828500.0,4,2.5,3720.0,35000,2.0,0,0,3,10,0,1983,2014,98072,47.7582,-122.13,2014,9,19,22.688807676631306
199990.0,3,1.0,1100.0,8560,1.0,0,0,3,6,0,1961,2014,98023,47.329,-122.338,2014,7,7,31.025560873847315
294000.0,3,1.75,1530.0,9362,1.0,0,0,3,7,0,1987,2015,98038,47.3643,-122.049,2015,4,1,34.59441157052614
789500.0,4,2.5,3010.0,6100,2.0,0,0,3,9,0,2005,2014,98052,47.6647,-122.08,2014,6,12,20.13112882868943
797000.0,3,3.5,3500.0,9473,2.0,0,0,3,10,0,2008,2015,98075,47.5807,-121.972,2015,2,12,27.40163832571994
539950.0,5,3.0,3100.0,5250,2.0,0,0,3,7,0,2006,2014,98065,47.5369,-121.888,2014,8,18,34.465096727449975
284950.0,4,1.5,2000.0,6778,1.0,0,0,4,7,830,1962,2015,98198,47.3708,-122.311,2015,3,23,26.43931128262486
776500.0,4,1.5,2290.0,10372,1.0,0,0,3,7,780,1965,28,98033,47.6888,-122.199,2015,4,29,13.591926670169086
525000.0,4,2.5,2400.0,10070,1.0,0,0,3,7,890,1967,2015,98034,47.7104,-122.24,2015,4,24,13.431929737069746
303000.0,3,2.5,1850.0,4957,2.0,0,0,3,8,0,1999,2015,98092,47.3311,-122.17,2015,4,25,33.19990653393571
722080.0,3,3.25,3680.0,7650,2.0,0,0,3,9,1340,1988,2015,98074,47.6272,-122.033,2015,3,10,22.748806549696656
140000.0,3,1.0,1060.0,7473,1.0,0,0,3,7,0,1959,2014,98198,47.3699,-122.309,2014,6,27,26.54985777620702
235000.0,3,1.0,1060.0,7473,1.0,0,0,3,7,0,1959,2015,98198,47.3699,-122.309,2015,4,1,26.54985777620702
440000.0,3,1.0,1610.0,5500,1.5,0,0,3,7,0,1903,41,98103,47.698,-122.351,2014,11,20,10.076132451212203
605000.0,3,1.75,2330.0,6000,1.5,0,0,4,7,700,1940,2014,98126,47.5765,-122.378,2014,7,18,4.753513120344334
380000.0,2,1.0,1210.0,4800,1.0,0,0,3,8,150,1950,2014,98108,47.5625,-122.316,2014,6,2,5.261019886880567
352000.0,4,1.0,1530.0,8890,1.0,0,0,3,7,550,1925,2014,98106,47.5308,-122.35,2014,6,25,8.657510776851638
420000.0,4,2.25,2270.0,12000,1.0,0,0,4,7,910,1979,2015,98072,47.7559,-122.148,2015,4,13,21.604137150833953
1175000.0,4,2.0,2590.0,7220,2.0,0,2,4,10,0,1930,2015,98199,47.647,-122.41,2015,4,30,7.088209532380584
1375000.0,3,1.5,1850.0,10572,1.0,0,0,4,8,0,1953,2014,98004,47.6194,-122.208,2014,10,22,9.616080705796119
300000.0,3,1.5,1500.0,14750,1.5,0,0,4,6,0,1933,2014,98168,47.495,-122.318,2014,9,26,12.632342871325777
1150000.0,4,3.25,4740.0,49091,2.0,0,0,3,11,0,1990,2014,98053,47.6624,-122.071,2014,11,12,20.696880941411603
453500.0,2,1.5,1710.0,4189,1.0,0,1,5,7,550,1951,2014,98136,47.5286,-122.383,2014,10,13,9.531681195626744
443500.0,3,2.0,1920.0,7598,1.0,0,0,4,8,0,1972,2014,98177,47.7735,-122.363,2014,10,14,18.518865472909184
332000.0,2,1.0,1150.0,8138,1.0,0,0,3,7,0,1954,2015,98155,47.737,-122.325,2015,3,26,14.362887961775625
655000.0,3,2.5,2320.0,4721,2.0,0,0,3,8,0,2004,2015,98075,47.591,-122.017,2015,3,27,23.93094252644086
475000.0,4,1.0,1420.0,6000,1.5,0,0,3,7,0,1950,2014,98115,47.6844,-122.302,2014,9,3,8.849792311502032
372500.0,3,1.75,1550.0,12956,1.0,0,0,3,7,340,1988,2014,98045,47.4711,-121.752,2014,10,24,46.34734320125395
1050000.0,4,2.5,2920.0,7200,1.0,0,3,3,8,1450,1921,8,98144,47.5947,-122.288,2014,5,27,3.833774809564511
500000.0,3,1.75,1620.0,4200,1.0,0,0,5,7,790,1945,2014,98115,47.6743,-122.285,2014,6,3,8.273739949300433
900000.0,6,2.75,2300.0,24773,1.5,0,0,4,9,0,1950,29,98040,47.5833,-122.242,2014,5,28,7.507166687807523
327500.0,3,1.0,1070.0,7140,1.0,0,0,3,7,0,1989,2014,98118,47.5427,-122.288,2014,6,4,8.078513858397182
390000.0,3,1.75,1790.0,7123,1.0,0,0,3,7,0,1913,20,98019,47.7429,-121.981,2015,4,6,30.46471234847187
451101.0,2,1.5,1510.0,1962,2.0,0,0,4,8,0,1985,2015,98007,47.6214,-122.153,2015,1,13,13.735754599354307
455000.0,4,1.0,1340.0,5800,1.5,0,2,3,7,0,1914,2014,98116,47.5658,-122.389,2014,10,14,6.191337406055113
650000.0,4,2.5,3350.0,46748,2.0,0,0,3,10,0,2004,2014,98010,47.3432,-122.025,2014,7,1,37.556199750272725
895000.0,3,2.5,2500.0,7746,2.0,0,0,4,10,590,1993,2014,98112,47.6393,-122.311,2014,8,6,3.9221895373954814
800000.0,4,2.25,2350.0,10664,1.0,0,1,2,7,840,1952,2015,98040,47.5743,-122.238,2015,3,26,8.194454331548664
703770.0,4,2.25,2550.0,12918,2.0,0,0,3,9,0,1987,2014,98006,47.5623,-122.109,2014,11,13,17.707809667163865
249950.0,3,1.75,1320.0,10454,1.0,0,0,4,7,0,1968,2014,98002,47.2844,-122.216,2014,8,14,37.08315366133872
512000.0,2,2.0,1270.0,3881,1.0,0,0,4,6,660,1926,2015,98105,47.6694,-122.298,2015,4,28,7.372087648866891
780000.0,5,2.5,3480.0,74052,1.0,0,0,4,8,1500,1972,2015,98027,47.4961,-122.063,2015,5,6,23.91771817822483
336000.0,3,2.25,2820.0,11625,2.0,0,0,3,8,0,1986,2014,98092,47.2621,-122.218,2014,7,16,39.460419278791306
285000.0,3,2.0,2110.0,6900,1.5,0,0,5,6,890,1955,2014,98178,47.504,-122.26,2014,8,22,12.867910006436595
229900.0,3,1.75,1100.0,7224,1.0,0,0,3,7,0,1981,2014,98032,47.3717,-122.277,2014,10,21,26.637783657137923
667500.0,4,3.0,1920.0,4000,1.5,0,0,4,8,380,1931,2015,98116,47.5718,-122.385,2015,4,15,5.493688376367143
378000.0,4,2.5,1890.0,12236,1.0,0,0,3,7,660,1978,2014,98045,47.4491,-121.78,2014,6,20,45.27331914852302
454000.0,3,2.5,2530.0,43733,2.0,0,0,3,8,1000,1991,2014,98045,47.46,-121.708,2014,9,5,49.877120146746
537500.0,4,2.5,2550.0,4630,2.0,0,0,3,7,0,2005,2014,98075,47.5928,-122.004,2014,5,8,24.887914954233217
425000.0,3,1.0,1550.0,4160,1.5,0,0,4,6,0,1926,2014,98118,47.5387,-122.265,2014,9,3,9.333199054072592
290000.0,3,2.0,1760.0,6600,1.0,0,0,3,7,0,1998,2014,98030,47.3836,-122.184,2014,11,24,27.41641858622004
349500.0,3,2.0,1270.0,3600,1.0,0,0,3,7,0,1963,2014,98122,47.6099,-122.297,2014,7,1,2.868916993484677
370000.0,3,2.75,1250.0,1655,2.0,0,0,3,7,420,2006,2014,98136,47.5554,-122.382,2014,12,2,6.823868957573
549500.0,3,1.75,1620.0,8438,1.0,0,0,4,8,0,1961,2015,98125,47.703,-122.281,2015,3,9,11.314469970621548
245000.0,2,1.0,710.0,6322,1.0,0,0,3,6,0,1942,2015,98126,47.5165,-122.376,2015,1,30,10.627019541272421
